id,agency,agency_id,name,start_date,start_day,start_time,end_time,status,url,location_name,street_address,address2,city,state,zip_code,lat,lon
7711,Chicago City Council Committee on License and Consumer Protection,13,Committee on License and Consumer Protection,2018-07-18,Wednesday,11:00:00,13:00:00,Passed,https://www.documenters.org/meetings/committee-on-license-and-consumer-protection-7711/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
7101,Chicago Special Service Area #21 Lincoln Square,56,Lincoln Square Neighborhood Improvement Program,2018-07-19,Thursday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/lincoln-square-neighborhood-improvement-program-7101/,,4518 N Lincoln Avenue,,Chicago,IL,,41.96363,-87.68567
23579,Municipal Employees' Annuity and Benefit Fund of Chicago,76,Retirement Board,2018-07-19,Thursday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/retirement-board-23579/,,321 N Clark St,Suite 700,Chicago,IL,60654,41.88827,-87.63087
7725,Chicago City Council Committee on Aviation,13,Committee on Aviation,2018-07-19,Thursday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/committee-on-aviation-7725/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
3169,Chicago Plan Commission,109,Commission,2018-07-19,Thursday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/commission-3169/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
1361,Cook County Board of Commissioners,115,Asset Management Committee,2018-07-19,Thursday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/asset-management-committee-1361/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
7707,Chicago City Council Committee on Transportation and Public Way,13,Committee on Transportation and Public Way,2018-07-19,Thursday,11:00:00,13:00:00,Passed,https://www.documenters.org/meetings/committee-on-transportation-and-public-way-7707/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
7710,Chicago City Council Committee on Pedestrian and Traffic Safety,13,Committee on Pedestrian and Traffic Safety,2018-07-19,Thursday,12:00:00,14:00:00,Passed,https://www.documenters.org/meetings/committee-on-pedestrian-and-traffic-safety-7710/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
7709,Chicago City Council Committee on Public Safety,13,Committee on Public Safety,2018-07-19,Thursday,13:30:00,15:30:00,Passed,https://www.documenters.org/meetings/committee-on-public-safety-7709/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
1360,Cook County Board of Commissioners,115,Cook County Commission on Social Innovation,2018-07-19,Thursday,16:00:00,18:00:00,Passed,https://www.documenters.org/meetings/cook-county-commission-on-social-innovation-1360/,,69 W Washington 69 W Washington,22nd Floor Rooms A-B 22nd Floor,Rooms,,,41.88287,-87.63
867,Chicago Police Board,116,Police Board,2018-07-19,Thursday,19:30:00,,Passed,https://www.documenters.org/meetings/police-board-867/,Chicago Public Safety Headquarters More services More services More services More services More services More services More services More services,3510 South Michigan Avenue,,,,,41.83063,-87.62378
16553,Cook County Health and Hospitals System,9,Finance Committee,2018-07-20,Friday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/finance-committee-16553/,,1900 W Polk,Second Floor Conference Room,Chicago,IL,,41.87153497,-87.673825
1146,Chicago Zoning Board of Appeals,110,Board of Appeals,2018-07-20,Friday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-appeals-1146/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
16554,Cook County Health and Hospitals System,9,Quality and Patient Safety Committee,2018-07-20,Friday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/quality-and-patient-safety-committee-16554/,,1900 W Polk,Second Floor Conference Room,Chicago,IL,,41.87153497,-87.673825
7715,"Chicago City Council Committee on Economic, Capital and Technology Development",13,"Committee on Economic, Capital and Technology Development",2018-07-20,Friday,11:00:00,13:00:00,Passed,https://www.documenters.org/meetings/committee-on-economic-capital-and-technology-development-7715/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
1870,Chicago Board of Ethics,39,Board of Directors,2018-07-20,Friday,12:00:00,14:00:00,Passed,https://www.documenters.org/meetings/board-of-directors-1870/,City of Chicago Board of Ethics,740 N Sedgwick,Ste 500,Chicago,IL,60654,41.89594,-87.63886
7631,Forest Preserve District of Cook County,60,Workers' Compensation Committee,2018-07-23,Monday,9:30:00,11:30:00,Canceled,https://www.documenters.org/meetings/workers-compensation-committee-7631/,,118 North Clark Street,Cook County Building Board Room,Chicago,IL,,41.88382,-87.63121
1359,Cook County Board of Commissioners,115,Finance Subcommittee on Workers' Compensation,2018-07-23,Monday,9:35:00,11:35:00,Passed,https://www.documenters.org/meetings/finance-subcommittee-on-workers-compensation-1359/,,118 North Clark Street,Cook County Building Board Room,Chicago,IL,,41.88382,-87.63121
1358,Cook County Board of Commissioners,115,Finance Subcommittee on Litigation,2018-07-23,Monday,9:45:00,11:45:00,Passed,https://www.documenters.org/meetings/finance-subcommittee-on-litigation-1358/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
7608,Forest Preserve District of Cook County,60,Litigation Committee,2018-07-23,Monday,9:45:00,11:45:00,Passed,https://www.documenters.org/meetings/litigation-committee-7608/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
7702,Chicago City Council Committee on Finance,13,Committee on Finance,2018-07-23,Monday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/committee-on-finance-7702/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
7704,Chicago City Council Committee on Housing and Real Estate,13,Committee on Housing and Real Estate,2018-07-23,Monday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/committee-on-housing-and-real-estate-7704/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
1357,Cook County Board of Commissioners,115,Finance Committee,2018-07-23,Monday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/finance-committee-1357/,,118 North Clark Street,Cook County Building Board Room,Chicago,IL,,41.88382,-87.63121
1011,Chicago Transit Authority,25,"Committee on Finance, Audit & Budget",2018-07-23,Monday,13:30:00,16:30:00,Passed,https://www.documenters.org/meetings/committee-on-finance-audit-budget-1011/,,567 West Lake Street,,Chicago,IL,60661,41.8853,-87.64232
1010,Chicago Transit Authority,25,Employee Retirement Review Committee Meeting,2018-07-23,Monday,13:30:00,16:30:00,Passed,https://www.documenters.org/meetings/employee-retirement-review-committee-meeting-1010/,,567 West Lake Street,,Chicago,IL,60661,41.8853,-87.64232
1356,Cook County Board of Commissioners,115,Finance Committee,2018-07-24,Tuesday,8:45:00,10:45:00,Passed,https://www.documenters.org/meetings/finance-committee-1356/,,118 North Clark Street,Cook County Building Board Room,Chicago,IL,,41.88382,-87.63121
24187,Chicago Special Service Area #33 Wicker Park & Bucktown,93,Arts Committee - 2018 Meetings,2018-07-24,Tuesday,9:00:00,10:00:00,Passed,https://www.documenters.org/meetings/arts-committee-2018-meetings-24187/,,1414 N Ashland Ave,,Chicago,IL,60622,41.90748,-87.66791
15247,Metropolitan Pier and Exposition Authority,73,Board of Directors,2018-07-24,Tuesday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-directors-15247/,,301 E Cermak Rd,Boardroom 5th Floor,Corporate Chicago,IL,60616,41.85276,-87.62051
7833,Chicago Board of Election Commissioners,61,Electoral Board,2018-07-24,Tuesday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/electoral-board-7833/,,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
7698,Chicago City Council Committee on Budget and Government Operations,13,Committee on Budget and Government Operations,2018-07-24,Tuesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/committee-on-budget-and-government-operations-7698/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
7699,"Chicago City Council Committee on Zoning, Landmarks and Building Standards",13,"Committee on Zoning, Landmarks and Building Standards",2018-07-24,Tuesday,12:00:00,14:00:00,Passed,https://www.documenters.org/meetings/committee-on-zoning-landmarks-and-building-standards-7699/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
15248,Laborers' and Retirement Board Employees' Annuity and Benefit Fund of Chicago,74,Retirement Board,2018-07-24,Tuesday,13:00:00,15:00:00,Passed,https://www.documenters.org/meetings/retirement-board-15248/,,321 N Clark St,,Chicago,IL,,41.88827,-87.63087
8129,Chicago Public Schools Board of Education,42,Finance and Audit Committee Meeting,2018-07-25,Wednesday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/finance-and-audit-committee-meeting-8129/,Videos Presentations,,,,,,41.88205778,-87.62907571
8149,Chicago Public Schools Board of Education,42,Board of Education,2018-07-25,Wednesday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/board-of-education-8149/,,42 W Madison St,Board Room,Chicago,IL,60602,41.88205778,-87.62907571
1355,Cook County Board of Commissioners,115,Legislation and Intergovernmental Relations Committee,2018-07-25,Wednesday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/legislation-and-intergovernmental-relations-committee-1355/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
7701,Chicago City Council Committee on Finance,13,Committee on Finance,2018-07-25,Wednesday,9:15:00,11:15:00,Passed,https://www.documenters.org/meetings/committee-on-finance-7701/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
1354,Cook County Board of Commissioners,115,Environment and Sustainability Committee,2018-07-25,Wednesday,9:15:00,11:15:00,Passed,https://www.documenters.org/meetings/environment-and-sustainability-committee-1354/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
1353,Cook County Board of Commissioners,115,"Workforce, Housing & Community Development Committee",2018-07-25,Wednesday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/workforce-housing-community-development-committee-1353/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
1351,Cook County Board of Commissioners,115,Business and Economic Development Committee,2018-07-25,Wednesday,9:45:00,11:45:00,Passed,https://www.documenters.org/meetings/business-and-economic-development-committee-1351/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
1352,Cook County Board of Commissioners,115,Finance Committee,2018-07-25,Wednesday,9:45:00,11:45:00,Passed,https://www.documenters.org/meetings/finance-committee-1352/,,118 North Clark Street,Cook County Building Board Room,Chicago,IL,,41.88382,-87.63121
7696,Chicago City Council,13,City Council,2018-07-25,Wednesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/city-council-7696/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
1350,Cook County Board of Commissioners,115,Audit Committee,2018-07-25,Wednesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/audit-committee-1350/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
1346,Cook County Board of Commissioners,115,Finance Committee,2018-07-25,Wednesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/finance-committee-1346/,,118 North Clark Street,Cook County Building Board Room,Chicago,IL,,41.88382,-87.63121
1348,Cook County Board of Commissioners,115,Rules and Administration Committee,2018-07-25,Wednesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/rules-and-administration-committee-1348/,,118 North Clark Street,Cook County Building Board Room,Chicago,IL,,41.88382,-87.63121
1349,Cook County Board of Commissioners,115,Zoning and Building Committee,2018-07-25,Wednesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/zoning-and-building-committee-1349/,,118 North Clark Street,Cook County Building Board Room,Chicago,IL,,41.88382,-87.63121
942,Chicago Public Schools Board of Education,42,Board of Education,2018-07-25,Wednesday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/board-of-education-942/,,42 W Madison Street,Room,Garden Level Chicago,IL,60602,41.88205778,-87.62907571
1345,Cook County Board of Commissioners,115,Veterans Committee,2018-07-25,Wednesday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/veterans-committee-1345/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
1344,Cook County Board of Commissioners,115,Technology and Innovation Committee,2018-07-25,Wednesday,10:45:00,12:45:00,Passed,https://www.documenters.org/meetings/technology-and-innovation-committee-1344/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
1343,Cook County Board of Commissioners,115,Board of Commissioners,2018-07-25,Wednesday,11:00:00,13:00:00,Passed,https://www.documenters.org/meetings/board-of-commissioners-1343/,,118 North Clark Street,Cook County Building Board Room,Chicago,IL,,41.88382,-87.63121
6436,Chicago Special Service Area #1 State Street,48,State Street Commission,2018-07-25,Wednesday,14:00:00,16:00:00,Passed,https://www.documenters.org/meetings/state-street-commission-6436/,,190 N State St,,Chicago,IL,60601,41.88564333,-87.62867183
23580,Chicago Low-Income Housing Trust Fund,51,Outreach Committee,2018-07-26,Thursday,9:00:00,10:00:00,Passed,https://www.documenters.org/meetings/outreach-committee-23580/,,121 N La Salle,Room 1006,Chicago,IL,60602,41.88369172,-87.63239456
23581,Policemen's Annuity and Benefit Fund of Chicago,83,Retirement Board,2018-07-26,Thursday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/retirement-board-23581/,,221 North LaSalle Street,Suite 1626,Chicago,IL,60601,41.88653,-87.63226
7607,Forest Preserve District of Cook County,60,Finance Committee,2018-07-26,Thursday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/finance-committee-7607/,,1000 Lake Cook Road 1000 Lake Cook Road,,Glencoe Glencoe,IL,60022,,
7606,Forest Preserve District of Cook County,60,Rules Committee,2018-07-26,Thursday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/rules-committee-7606/,,1000 Lake Cook Road 1000 Lake Cook Road,,Glencoe Glencoe,IL,60022,,
7605,Forest Preserve District of Cook County,60,FPD Board of Commissioners,2018-07-26,Thursday,11:00:00,13:00:00,Passed,https://www.documenters.org/meetings/fpd-board-of-commissioners-7605/,,1000 Lake Cook Road 1000 Lake Cook Road,,Glencoe Glencoe,IL,60022,,
27085,Chicago Midway Noise Compatibility Commission,121,Midway Noise Compatibility Commission Meeting,2018-07-26,Thursday,18:30:00,20:30:00,Passed,https://www.documenters.org/meetings/midway-noise-compatibility-commission-meeting-27085/,,6072 S Archer Ave,,Chicago,IL,60638,41.79498,-87.76895
16555,Cook County Health and Hospitals System,9,Board of Directors,2018-07-27,Friday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-directors-16555/,,1900 W Polk,Second Floor Conference Room,Chicago,IL,,41.87153497,-87.673825
2035,Chicago Development Fund,107,Advisory Board,2018-07-30,Monday,0:00:00,2:00:00,Passed,https://www.documenters.org/meetings/advisory-board-2035/,,121 N LaSalle St,Room 1000,Chicago,IL,60602,41.88369172,-87.63239456
2036,Chicago Development Fund,107,Board of Directors,2018-08-01,Wednesday,0:00:00,2:00:00,Passed,https://www.documenters.org/meetings/board-of-directors-2036/,,121 N LaSalle St,Room 1000,Chicago,IL,60602,41.88369172,-87.63239456
7700,Chicago City Council Committee on Housing and Real Estate,13,Committee on Housing and Real Estate,2018-08-01,Wednesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/committee-on-housing-and-real-estate-7700/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
27114,Cook County Juvenile Temporary Detention Center Advisory Board,122,Advisory Board,2018-08-01,Wednesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/advisory-board-27114/,,69 W Washington St,,Chicago,IL,60602,41.88287,-87.63
7071,Commission on Chicago Landmarks,108,Commission,2018-08-01,Wednesday,12:45:00,,Passed,https://www.documenters.org/meetings/commission-7071/,City Hall,121 N LaSalle St,Room 201-A,,,,40.26674,-96.76275
24688,Chicago Community Land Trust,100,Board of Directors,2018-08-02,Thursday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-directors-24688/,,121 N LaSalle St,# 1003A,Chicago,IL,60602,41.88369172,-87.63239456
1659,Metropolitan Water Reclamation District of Greater Chicago,28,Board of Commissioners,2018-08-02,Thursday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/board-of-commissioners-1659/,,100 East Erie Street,,Chicago,IL,60611,41.89423,-87.62528
1658,Metropolitan Water Reclamation District of Greater Chicago,28,Committee of the Whole,2018-08-02,Thursday,10:35:00,12:35:00,Passed,https://www.documenters.org/meetings/committee-of-the-whole-1658/,,100 East Erie Street,,Chicago,IL,60611,41.89423,-87.62528
24444,Chicago Special Service Area #29 West Town,97,Commission,2018-08-02,Thursday,11:00:00,13:00:00,Passed,https://www.documenters.org/meetings/commission-24444/,,1819 W Chicago Ave,,Chicago,IL,60622,41.89589,-87.67286
2098,Commission on Chicago Landmarks,108,Commission,2018-08-02,Thursday,12:45:00,14:45:00,Passed,https://www.documenters.org/meetings/commission-2098/,,121 N LaSalle St,Room 201A,Chicago,IL,60602,41.88369172,-87.63239456
23583,Public Building Commission of Chicago,40,"Administrative Operations Committee Meeting – August 2, 2018",2018-08-02,Thursday,13:00:00,14:00:00,Passed,https://www.documenters.org/meetings/administrative-operations-committee-meeting-august-2-2018-23583/,,50 W Washington Street,,Chicago,IL,60602,41.88425,-87.63019
23590,Firemen's Annuity and Benefit Fund of Chicago,77,Legislative Committee,2018-08-03,Friday,0:00:00,2:00:00,Passed,https://www.documenters.org/meetings/legislative-committee-23590/,,20 S Clark St,Suite 1400,Chicago,IL,60602,41.88128,-87.63117
3151,Chicago Park District,43,Board of Commissioners,2018-08-08,Wednesday,11:30:00,13:30:00,Rescheduled,https://www.documenters.org/meetings/board-of-commissioners-3151/,,541 NORTH FAIRBANKS COURT,15 2018 at 11:40 8TH FLOOR,CHICAGO,IL,60611,41.8924,-87.62004
23753,Chicago Mayor's Pedestrian Advisory Council,89,Mayor's Pedestrian Advisory Council,2018-08-08,Wednesday,15:00:00,17:00:00,Passed,https://www.documenters.org/meetings/mayors-pedestrian-advisory-council-23753/,,121 N LaSalle Dr,,Chicago,IL,60602,41.88369172,-87.63239456
6327,Chicago Special Service Area #42 71st St/Stony Island,52,SSA #42 Commission,2018-08-08,Wednesday,18:30:00,20:30:00,Passed,https://www.documenters.org/meetings/ssa-42-commission-6327/,,1750 E 71st St,,Chicago,IL,60649,41.76643,-87.58168
15237,Illinois Medical District Commission,72,Special Meeting,2018-08-09,Thursday,0:00:00,2:00:00,Passed,https://www.documenters.org/meetings/special-meeting-15237/,,2100 W Harrison St,Room 106,Chicago,IL,60612,41.8741,-87.67901
24373,Chicago Special Service Area #54 Sheridan Road,91,Commission,2018-08-09,Thursday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/commission-24373/,,6738 N Sheridan Rd,,Chicago,IL,60626,42.0047551,-87.6634228
868,Chicago Police Board,116,Police Board,2018-08-09,Thursday,19:30:00,,Passed,https://www.documenters.org/meetings/police-board-868/,Chicago Public Safety Headquarters More services More services More services More services More services More services More services More services,3510 South Michigan Avenue,,,,,41.83063,-87.62378
24374,Chicago Special Service Area #19 Howard Street,94,Commission,2018-08-10,Friday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/commission-24374/,,1623 W Howard St,,Chicago,IL,60626,42.01918,-87.67224
23585,Cook County Land Bank Authority,10,CCLBA Land Transactions Committee,2018-08-10,Friday,10:00:00,12:00:00,Canceled,https://www.documenters.org/meetings/cclba-land-transactions-committee-23585/,,69 W Washington St,Lower Level Conference Room B,Chicago,IL,,41.88297,-87.62991
7832,Chicago Board of Election Commissioners,61,Electoral Board,2018-08-14,Tuesday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/electoral-board-7832/,,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
15039,Cook County Local Records Commission,71,Local Records Commission,2018-08-14,Tuesday,11:00:00,13:00:00,Canceled,https://www.documenters.org/meetings/local-records-commission-15039/,,100 W Randolph St,Room 9-035,Chicago,IL,60601,41.88517,-87.6322
1917,Chicago Community Development Commission,106,Commission,2018-08-14,Tuesday,13:00:00,15:00:00,Passed,https://www.documenters.org/meetings/commission-1917/,,121 N LaSalle St,Room 201A,Chicago,IL,60602,41.88369172,-87.63239456
23587,Public Building Commission of Chicago,40,"Board Meeting – August 14, 2018",2018-08-14,Tuesday,14:30:00,15:30:00,Passed,https://www.documenters.org/meetings/board-meeting-august-14-2018-23587/,,50 W Washington Street,,Chicago,IL,60602,41.88425,-87.63019
23589,Firemen's Annuity and Benefit Fund of Chicago,77,Investment Committee,2018-08-15,Wednesday,0:00:00,2:00:00,Passed,https://www.documenters.org/meetings/investment-committee-23589/,,20 S Clark St,Suite 1400,Chicago,IL,60602,41.88128,-87.63117
880,Chicago Board of Health,44,Board of Health Meeting,2018-08-15,Wednesday,9:00:00,10:30:00,Passed,https://www.documenters.org/meetings/board-of-health-meeting-880/,"2nd Floor Board Room, DePaul Center",333 S State Street,,Chicago,IL,,41.87754,-87.62721
1008,Chicago Transit Authority,25,"Committee on Finance, Audit & Budget",2018-08-15,Wednesday,9:15:00,12:15:00,Passed,https://www.documenters.org/meetings/committee-on-finance-audit-budget-1008/,,567 West Lake Street,,Chicago,IL,60661,41.8853,-87.64232
1009,Chicago Transit Authority,25,Regular Board Meeting of Chicago Transit Board,2018-08-15,Wednesday,10:00:00,13:00:00,Passed,https://www.documenters.org/meetings/regular-board-meeting-of-chicago-transit-board-1009/,,567 West Lake Street,,Chicago,IL,60661,41.8853,-87.64232
6042,Metra,21,Metra August 2018 Board Meeting,2018-08-15,Wednesday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/metra-august-2018-board-meeting-6042/,,547 West Jackson Boulevard,,Chicago,IL,,41.87771,-87.64143
3150,Chicago Park District,43,Board of Commissioners: Public Hearing,2018-08-15,Wednesday,11:30:00,13:30:00,Passed,https://www.documenters.org/meetings/board-of-commissioners-public-hearing-3150/,,541 NORTH FAIRBANKS COURT,8TH FLOOR BOARD ROOM,CHICAGO,IL,60611,41.89221,-87.61975
3149,Chicago Park District,43,Board of Commissioners,2018-08-15,Wednesday,11:40:00,13:40:00,Passed,https://www.documenters.org/meetings/board-of-commissioners-3149/,,541 NORTH FAIRBANKS COURT,8TH FLOOR BOARD ROOM,CHICAGO,IL,60611,41.89221,-87.61975
24375,Chicago Special Service Area #19 Howard Street,94,Commission,2018-08-16,Thursday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/commission-24375/,,1623 W Howard St,,Chicago,IL,60626,42.01918,-87.67224
23588,Chicago Board of Health,44,Board of Health Meeting,2018-08-16,Thursday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-health-meeting-23588/,,333 S State St,,Chicago,IL,60604,41.8776,-87.62679
3170,Chicago Plan Commission,109,Commission,2018-08-16,Thursday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/commission-3170/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
1342,Cook County Board of Commissioners,115,Special Events,2018-08-16,Thursday,11:00:00,13:00:00,Passed,https://www.documenters.org/meetings/special-events-1342/,,118 North Clark Street,Cook County Building Board Room,Chicago Illinois Soka Gakkai International,,,41.88382,-87.63121
1341,Cook County Board of Commissioners,115,Cook County Commission on Social Innovation,2018-08-16,Thursday,16:00:00,18:00:00,Passed,https://www.documenters.org/meetings/cook-county-commission-on-social-innovation-1341/,,69 W Washington 69 W Washington,22nd Floor Rooms A-B 22nd Floor,Rooms,,,41.88287,-87.63
1147,Chicago Zoning Board of Appeals,110,Board of Appeals,2018-08-17,Friday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-appeals-1147/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
1871,Chicago Board of Ethics,39,Board of Directors,2018-08-17,Friday,12:00:00,14:00:00,Passed,https://www.documenters.org/meetings/board-of-directors-1871/,City of Chicago Board of Ethics,740 N Sedgwick,Ste 500,Chicago,IL,60654,41.89594,-87.63886
24376,Chicago Special Service Area #43 Devon Avenue,96,Commission,2018-08-20,Monday,14:30:00,16:30:00,Passed,https://www.documenters.org/meetings/commission-24376/,,2949 W Devon Ave,,Chicago,IL,60659,41.99731,-87.70392
7162,Chicago Special Service Area #25 Little Village,57,Commission: Monthly,2018-08-21,Tuesday,9:00:00,10:00:00,Passed,https://www.documenters.org/meetings/commission-monthly-7162/,PNC Bank,3450 W 26th St,,Chicago,IL,,41.84468,-87.71203
23592,Cook County Pension Fund,78,Health Benefits Committee,2018-08-21,Tuesday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/health-benefits-committee-23592/,,70 W Madison St,Suite 1925,Chicago,IL,60602,41.88232,-87.63007
15249,Laborers' and Retirement Board Employees' Annuity and Benefit Fund of Chicago,74,Retirement Board,2018-08-21,Tuesday,13:00:00,15:00:00,Passed,https://www.documenters.org/meetings/retirement-board-15249/,,321 N Clark St,,Chicago,IL,,41.88827,-87.63087
24058,Chicago Special Service Area #34 Uptown,90,Advisory Commission,2018-08-21,Tuesday,16:30:00,18:30:00,Passed,https://www.documenters.org/meetings/advisory-commission-24058/,,4753 N Broadway,First Floor Conference Room,Chicago,IL,60640,41.96861,-87.65941
8131,Chicago Public Schools Board of Education,42,Board of Education,2018-08-22,Wednesday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/board-of-education-8131/,,42 W Madison St,Board Room,Chicago,IL,60602,41.88205778,-87.62907571
8128,Chicago Public Schools Board of Education,42,Public hearing,2018-08-22,Wednesday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/public-hearing-8128/,Videos Presentations,,,,,,41.88205778,-87.62907571
23597,Municipal Employees' Annuity and Benefit Fund of Chicago,76,Retirement Board,2018-08-22,Wednesday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/retirement-board-23597/,,321 N Clark St,Suite 700,Chicago,IL,60654,41.88827,-87.63087
943,Chicago Public Schools Board of Education,42,Board of Education,2018-08-22,Wednesday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/board-of-education-943/,,42 W Madison Street,Room,Garden Level Chicago,IL,60602,41.88205778,-87.62907571
7996,Regional Transportation Authority,23,Board of Directors,2018-08-23,Thursday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/board-of-directors-7996/,,175 W Jackson Blvd,Suite 1650,Chicago,IL,60604,41.87801,-87.63319
7995,Regional Transportation Authority,23,Finance Committee,2018-08-23,Thursday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/finance-committee-7995/,,175 W Jackson Blvd,Suite 1650,Chicago,IL,60604,41.87801,-87.63319
16556,Cook County Health and Hospitals System,9,Human Resources Committee,2018-08-23,Thursday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/human-resources-committee-16556/,,1900 W Polk,Second Floor Conference Room,Chicago,IL,,41.87153497,-87.673825
16557,Cook County Health and Hospitals System,9,Managed Care Committee,2018-08-23,Thursday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/managed-care-committee-16557/,,1900 W Polk,Second Floor Conference Room,Chicago,IL,,41.87153497,-87.673825
6740,Chicago Special Service Area #5 Commercial Avenue,50,Regular Commission,2018-08-23,Thursday,14:00:00,16:00:00,Passed,https://www.documenters.org/meetings/regular-commission-6740/,,3030 E 92nd St,,Chicago,IL,60617,41.72830953,-87.54945966
16558,Cook County Health and Hospitals System,9,Finance Committee,2018-08-24,Friday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/finance-committee-16558/,,1900 W Polk,Second Floor Conference Room,Chicago,IL,,41.87153497,-87.673825
16560,Cook County Health and Hospitals System,9,Quality and Patient Safety Committee,2018-08-24,Friday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/quality-and-patient-safety-committee-16560/,,1900 W Polk,Second Floor Conference Room,Chicago,IL,,41.87153497,-87.673825
